disease_flag,disease_label,phenotype,variant,effect_allele,other_allele,family,analysis_tier,confirmatory_role,panel,metric,region,source,analysis,model,status,n,n_case,n_control,beta_per_A_controls,se_per_A_controls,p_per_A_controls,beta_interaction,se_interaction,p_interaction,beta_per_A_cases_from_interaction,se_per_A_cases_from_interaction,p_per_A_cases_from_interaction,vcov_type,n_case_AA,n_case_AG,n_case_GG,raw_p,minus_log10_raw_p,stratum,beta_per_A,se_per_A,p_per_A
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_cerebellar_peduncle_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior cerebellar peduncle (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.004693238755566243,0.008347056001572812,0.573940774898204,0.2255643161768597,0.09120345058097339,0.013395872932301201,0.23025755493242595,0.0908207799430948,0.011239752605469057,nonrobust,84.0,144.0,58.0,0.013395872932301201,1.8730289806500975,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_ISOVF_superior_corona_radiata_right,rs2546890,A,G,secondary_mechanistic,secondary_mechanistic,mechanistic_support,primary,ISOVF,superior corona radiata (right),basket,interaction,dosage_A_x_disease_flag,ok,33492,286.0,33206.0,-0.0013739918527381056,0.0061894131891767675,0.8243225183660672,0.16594637543191976,0.06762597480455919,0.014137274308544634,0.16457238357918166,0.06734223194280095,0.014537753370413128,nonrobust,84.0,144.0,58.0,0.014137274308544634,1.8496343152113905,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_FA_posterior_corona_radiata_left,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,FA,posterior corona radiata (left),basket,interaction,dosage_A_x_disease_flag,ok,33491,286.0,33205.0,0.005585026836228444,0.007258917494503479,0.44166003930281783,-0.18812125282261094,0.07930596941770954,0.017693194348930345,-0.1825362259863825,0.07897314416295734,0.02081842778435121,nonrobust,84.0,144.0,58.0,0.017693194348930345,1.7521937520040747,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__posterior_corona_radiata_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,posterior corona radiata (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.007557547697404939,0.006053308296075714,0.21185721530536214,0.15500397834644125,0.06614099676922143,0.019107610927836322,0.14744643064903631,0.06586348295518944,0.025184118303280323,nonrobust,84.0,144.0,58.0,0.019107610927836322,1.718793610470851,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_FA_superior_corona_radiata_right,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,FA,superior corona radiata (right),basket,interaction,dosage_A_x_disease_flag,ok,33497,286.0,33211.0,0.004521373236413674,0.007199636618401872,0.5300080976741537,-0.18381769436693451,0.07866624433466113,0.019461798245827645,-0.17929632113052085,0.07833617709539188,0.02209682572303262,nonrobust,84.0,144.0,58.0,0.019461798245827645,1.7108170339464595,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_MD_superior_longitudinal_fasciculus_right,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,MD,superior longitudinal fasciculus (right),basket,interaction,dosage_A_x_disease_flag,ok,33478,284.0,33194.0,0.005684416357638283,0.006520443209943097,0.3833326302111384,0.1667885063972356,0.07174225119059127,0.02008703427256945,0.1724729227548739,0.07144505411038928,0.01578103624731331,nonrobust,83.0,144.0,57.0,0.02008703427256945,1.6970841794357139,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__anterior_limb_of_internal_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,anterior limb of internal capsule (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.012498201141762503,0.013189446626689512,0.34334454851638374,0.3337592991671271,0.14411345070417642,0.020567109329992443,0.3462575003088896,0.1435087807519262,0.01583599508303616,nonrobust,84.0,144.0,58.0,0.020567109329992443,1.6868267433199282,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__wm__superior_longitudinal_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,superior longitudinal fasciculus (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.007275959887380486,0.012571494158783995,0.5627506247448566,0.3158344863862139,0.13736144168957393,0.02149432196472295,0.3231104462735944,0.13678510175751615,0.01817372357681809,nonrobust,84.0,144.0,58.0,0.02149432196472295,1.6676762500875077,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__superior_corona_radiata_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior corona radiata (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.005307443080632924,0.009792370513026975,0.5878236464917987,-0.24388329279138263,0.10699556586024497,0.022650901406121544,-0.23857584971074972,0.10654663480361166,0.025151514213265738,nonrobust,84.0,144.0,58.0,0.022650901406121544,1.6449145102994966,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_posterior_thalamic_radiation_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,posterior thalamic radiation (left),basket,interaction,dosage_A_x_disease_flag,ok,33490,286.0,33204.0,0.0005932775260663278,0.006947091372787702,0.9319443711083849,-0.17129858183598565,0.07590317812201529,0.024026764783301433,-0.17070530430991931,0.0755846497592653,0.02392308616182276,nonrobust,84.0,144.0,58.0,0.024026764783301433,1.6193047032431318,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_cerebellar_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior cerebellar peduncle (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.00878298428513617,0.008696086401748526,0.3125060677629297,0.2136392634153116,0.0950171037836936,0.02455529756892094,0.22242224770044774,0.09461843185316177,0.01874247264509402,nonrobust,84.0,144.0,58.0,0.02455529756892094,1.6098547985815606,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_FA_superior_corona_radiata_left,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,FA,superior corona radiata (left),basket,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0029997486838052524,0.0071610998395320495,0.6752955856722508,-0.1754527379286091,0.0782451938979579,0.024945594525093893,-0.17245298924480384,0.07791689339979548,0.02688411097762429,nonrobust,84.0,144.0,58.0,0.024945594525093893,1.6030061411178325,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__cerebral_peduncle_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,cerebral peduncle (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.01292919764333162,0.009683331576825435,0.18181953562195852,-0.2369033495926008,0.105804160503987,0.025157647606908327,-0.22397415194926917,0.10536022833549605,0.03352771400613802,nonrobust,84.0,144.0,58.0,0.025157647606908327,1.5993299705042672,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_L1_cerebral_peduncle_right,rs2546890,A,G,directional_tensor_context,directional_tensor_context,directional_context,primary,L1,cerebral peduncle (right),basket,interaction,dosage_A_x_disease_flag,ok,33493,286.0,33207.0,0.0075121499729222385,0.006887127721612195,0.2753897785047208,-0.1683101117874423,0.07524794185407861,0.02530987752772638,-0.16079796181452005,0.07493218974849329,0.031887095275471365,nonrobust,84.0,144.0,58.0,0.02530987752772638,1.596709956349502,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_RD_superior_longitudinal_fasciculus_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,RD,superior longitudinal fasciculus (left),derived,interaction,dosage_A_x_disease_flag,ok,33469,285.0,33184.0,0.000981460523423567,0.00672945556946056,0.8840442698220465,0.1633626828888163,0.073803298196682,0.026870779001286246,0.16434414341223988,0.07349576834379722,0.025351568422942703,nonrobust,84.0,144.0,57.0,0.026870779001286246,1.5707197429060216,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__wm__middle_cerebellar_peduncle,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,middle cerebellar peduncle,composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.00895377922294858,0.010738746277811463,0.4044094875849049,0.2573878242091951,0.117336066184945,0.028271386625110424,0.2663416034321437,0.11684374854775986,0.02264552136827622,nonrobust,84.0,144.0,58.0,0.028271386625110424,1.5486528901710548,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_RD_anterior_corona_radiata_right,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,RD,anterior corona radiata (right),derived,interaction,dosage_A_x_disease_flag,ok,33476,286.0,33190.0,-0.0034192841177233357,0.0062367859796427574,0.5835276366888233,0.1480069708095194,0.06812079660262114,0.02980889397937516,0.14458768669179609,0.06783471109727864,0.03305767353404477,nonrobust,84.0,144.0,58.0,0.02980889397937516,1.5256541376059234,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__superior_corona_radiata_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,superior corona radiata (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0010366993875156332,0.011737817137830286,0.9296218309981997,0.2783006843544562,0.12825233532120672,0.030017928735960223,0.27933738374197187,0.12771421529774102,0.028734341383561016,nonrobust,84.0,144.0,58.0,0.030017928735960223,1.5226192777681917,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_superior_thalamic_radiation_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,superior thalamic radiation (left),basket,interaction,dosage_A_x_disease_flag,ok,33495,286.0,33209.0,-6.0955147995937406e-05,0.006758625456225592,0.9928041361614798,-0.160058233230886,0.07384563354469997,0.030206029558855933,-0.16011918837888195,0.07353575776166049,0.029455240371177294,nonrobust,84.0,144.0,58.0,0.030206029558855933,1.5199063569512439,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__superior_corona_radiata_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,superior corona radiata (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.001327392367988717,0.011999398615796382,0.9119171023665207,0.28391172670435033,0.13111048475665837,0.03036114650126082,0.28523911907233906,0.13056037253486413,0.02891559162660172,nonrobust,84.0,144.0,58.0,0.03036114650126082,1.5176818325865142,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__wm__superior_longitudinal_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,superior longitudinal fasciculus (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.011330900674148006,0.012995753454273578,0.3832732557835359,0.30382392177820877,0.1419970774972661,0.03239035046660983,0.31515482245235676,0.14140128740515187,0.025834006915869893,nonrobust,84.0,144.0,58.0,0.03239035046660983,1.4895843528576433,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_MD_posterior_thalamic_radiation_right,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,MD,posterior thalamic radiation (right),basket,interaction,dosage_A_x_disease_flag,ok,33478,285.0,33193.0,0.0035399272613508524,0.006701765135589096,0.5973583497771521,0.15709886631925904,0.07352242032189019,0.03262575368560732,0.1606387935806099,0.07321624378978432,0.02823995702407661,nonrobust,84.0,144.0,57.0,0.03262575368560732,1.4864394469266249,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__wm__superior_thalamic_radiation_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior thalamic radiation (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.006356143098623084,0.0090426927467426,0.482120595729262,-0.21102923971375867,0.09880427073821774,0.03270042019916919,-0.21738538281238176,0.09838970864580047,0.027151349970902735,nonrobust,84.0,144.0,58.0,0.03270042019916919,1.4854466666361061,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__posterior_corona_radiata_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,posterior corona radiata (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.006751287175940199,0.008863615254438465,0.4462531059014079,-0.20608829423346725,0.09684759460995798,0.03334727597438721,-0.19933700705752705,0.09644124232207502,0.03874871166824766,nonrobust,84.0,144.0,58.0,0.03334727597438721,1.4769396363384277,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_ISOVF_superior_longitudinal_fasciculus_left,rs2546890,A,G,replication_mechanistic,replication_mechanistic,replication_support,primary,ISOVF,superior longitudinal fasciculus (left),basket,interaction,dosage_A_x_disease_flag,ok,33483,286.0,33197.0,0.00845683673173034,0.007032071568647207,0.2291359522693651,0.16260423143749553,0.07681764824836204,0.03428791453927079,0.17106106816922587,0.07649512326421402,0.0253429562031789,nonrobust,84.0,144.0,58.0,0.03428791453927079,1.4648589287558562,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__wm__acoustic_radiation_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,acoustic radiation (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.00294390147725993,0.011568209397124555,0.7991247455743944,0.2655226188906597,0.12639912968862307,0.03567757944374829,0.2684665203679196,0.12586878532909362,0.032939546740633006,nonrobust,84.0,144.0,58.0,0.03567757944374829,1.4476046181379296,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__wm__superior_longitudinal_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior longitudinal fasciculus (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.008880330997580243,0.009382016988340791,0.3438867729006956,-0.2109890641222311,0.10251187036300707,0.03957948187299008,-0.20210873312465086,0.1020817519566085,0.04772617466887692,nonrobust,84.0,144.0,58.0,0.03957948187299008,1.402529895353831,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_MD_anterior_corona_radiata_right,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,MD,anterior corona radiata (right),basket,interaction,dosage_A_x_disease_flag,ok,33475,285.0,33190.0,-0.004018730397867958,0.0061462784662447015,0.5132143931838244,0.13845854170842156,0.06732736511186735,0.03974235724930792,0.1344398113105536,0.06704608932494623,0.04495132421400881,nonrobust,83.0,144.0,58.0,0.03974235724930792,1.4007463770348196,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__anterior_limb_of_internal_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,anterior limb of internal capsule (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.005348264206807798,0.008941891082023994,0.5497683704509673,-0.20028361262215522,0.09770286928063665,0.04037947321110849,-0.19493534841534743,0.09729292843879322,0.04512181920052522,nonrobust,84.0,144.0,58.0,0.04037947321110849,1.3938393511427767,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__uncinate_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,uncinate fasciculus (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.021615481479339612,0.009260083310941103,0.01958777858142144,0.20435070907978212,0.10117957163171985,0.04342419019009017,0.1827352276004425,0.10075504327265061,0.0697392975203805,nonrobust,84.0,144.0,58.0,0.04342419019009017,1.362268271884999,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_corticospinal_tract_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,corticospinal tract (left),basket,interaction,dosage_A_x_disease_flag,ok,33491,286.0,33205.0,0.010721709541269024,0.007074775634157647,0.12965932366748772,-0.1552534524816207,0.07729825753402418,0.04459834662679443,-0.14453174294035168,0.07697387370150949,0.060434648657811,nonrobust,84.0,144.0,58.0,0.04459834662679443,1.3506812413813452,,,,
