disease_flag,disease_label,phenotype,variant,effect_allele,other_allele,family,analysis_tier,confirmatory_role,panel,metric,region,source,analysis,model,status,n,n_case,n_control,beta_per_A_controls,se_per_A_controls,p_per_A_controls,beta_interaction,se_interaction,p_interaction,beta_per_A_cases_from_interaction,se_per_A_cases_from_interaction,p_per_A_cases_from_interaction,vcov_type,n_case_AA,n_case_AG,n_case_GG,raw_p,minus_log10_raw_p,stratum,beta_per_A,se_per_A,p_per_A
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__wm__inferior_fronto_occipital_fasciculus_rig,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,inferior fronto-occipital fasciculus (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.002399082701998,0.0113294604674413,0.8322985861249161,0.352957256453505,0.1237904582953176,0.0043574693037563,0.350558173751507,0.1232710593763359,0.0044606127283559,nonrobust,84.0,144.0,58.0,0.0043574693037563,2.360765663599768,,,,
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",dMRI_TBSS_ISOVF_posterior_corona_radiata_right,rs2546890,A,G,secondary_mechanistic,secondary_mechanistic,mechanistic_support,primary,ISOVF,posterior corona radiata (right),basket,interaction,dosage_A_x_disease_flag,ok,33461,133.0,33328.0,0.0052277858646762,0.0067635475785843,0.4395660375159117,-0.3141132960568759,0.111095904975888,0.0046954599644519,-0.3088855101921997,0.1108889893464811,0.0053469055959881,nonrobust,34.0,71.0,28.0,0.0046954599644519,2.328321858086079,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__uncinate_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,uncinate fasciculus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0051500967397055,2.2881846130703214,1.0,-0.3754238746385163,0.1329191564805311,0.0051500967397055
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__superior_fronto_occipital_fasciculus_rig,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior fronto-occipital fasciculus (right),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0051532373904041,2.2879198507529988,0.0,0.0265608877467282,0.0094945707861018,0.0051532373904041
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",axonal_loss_like__tbss__tapetum_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,tapetum (right),composite,stratified_noncase,additive_dosage_within_stratum,ok,33363,,,,,,,,,,,,nonrobust,,,,0.0052539251074451,2.2795161221961435,0.0,-0.0193991045118672,0.0069500387981366,0.0052539251074451
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__external_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,external capsule (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0016127058469588,0.013592535828849,0.905556192180227,0.4087520630231606,0.1485177731529477,0.0059226491063619,0.4103647688701195,0.1478946235832032,0.0055281518835758,nonrobust,84.0,144.0,58.0,0.0059226491063619,2.227483996834817,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__uncinate_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,uncinate fasciculus (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0272316915744758,0.0110395795219306,0.0136401859229266,-0.3312278920724679,0.1206230969545925,0.0060363784087345,-0.303996200497992,0.1201169876225391,0.0113837024582092,nonrobust,84.0,144.0,58.0,0.0060363784087345,2.2192235429729736,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__cerebral_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,cerebral peduncle (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0069880634191619,2.1556431622942736,0.0,0.0261265253149501,0.009685168425793,0.0069880634191619
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__wm__acoustic_radiation_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,acoustic radiation (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0059515965931471,0.0141155754818498,0.6732954106305173,0.415604741839142,0.1542327247640737,0.0070495698768973,0.4215563384322892,0.1535855964504928,0.0060586593460859,nonrobust,84.0,144.0,58.0,0.0070495698768973,2.151837380283584,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__tapetum_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,tapetum (right),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0075186315036309,2.12386119990125,0.0,-0.0186651611053821,0.0069825396274515,0.0075186315036309
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__external_capsule_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,external capsule (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.0013877775104253,0.0125206025821673,0.9117442755975916,0.3654019697887495,0.1368053788822718,0.0075670807664992,0.3640141922783241,0.1362313720736629,0.0075430644426226,nonrobust,84.0,144.0,58.0,0.0075670807664992,2.121071630607857,,,,
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",tract_geometry_like__tbss__cerebral_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,cerebral peduncle (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33363,,,,,,,,,,,,nonrobust,,,,0.0076826629508038,2.114488219501856,0.0,0.0257649012191382,0.0096647283745603,0.0076826629508038
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",tract_geometry_like__tbss__superior_fronto_occipital_fasciculus_rig,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior fronto-occipital fasciculus (right),composite,stratified_noncase,additive_dosage_within_stratum,ok,33363,,,,,,,,,,,,nonrobust,,,,0.0077129977800454,2.11277679363607,0.0,0.0252517906689825,0.0094769661288835,0.0077129977800454
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__cerebral_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,cerebral peduncle (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.007981256017998,2.097928757927217,0.0,-0.0311068292882934,0.0117250529208462,0.007981256017998
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_FA_corticospinal_tract_left,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,FA,corticospinal tract (left),basket,stratified_noncase,additive_dosage_within_stratum,ok,33209,,,,,,,,,,,,nonrobust,,,,0.008106686671144,2.09115661243022,0.0,0.0192014500011289,0.0072519773388987,0.008106686671144
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",axonal_loss_like__tbss__cerebral_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,cerebral peduncle (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33363,,,,,,,,,,,,nonrobust,,,,0.0081618239140614,2.088212779077128,0.0,-0.020453438340413,0.0077315244154239,0.0081618239140614
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__external_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,external capsule (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0084263115782167,2.0743624860828507,1.0,0.4639857644803499,0.1746069002035396,0.0084263115782167
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__external_capsule_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,external capsule (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0051253796842159,0.0134668642884652,0.7035084981297525,0.3872381701181511,0.1471446329558934,0.0085001852948372,0.392363549802367,0.1465272447957421,0.0074154379694475,nonrobust,84.0,144.0,58.0,0.0085001852948372,2.070571607032977,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__anterior_corona_radiata_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,anterior corona radiata (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.0083939325160095,0.0113518786403308,0.4596504320455321,0.3256693593782943,0.1240354086973341,0.0086531692852319,0.3172754268622847,0.1235149820176045,0.0102117824844679,nonrobust,84.0,144.0,58.0,0.0086531692852319,2.062824799934228,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__anterior_limb_of_internal_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,anterior limb of internal capsule (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0039251068258896,0.0126065492067746,0.7555330202350721,0.3616318080306873,0.1377444679130024,0.0086591261679751,0.3655569148565769,0.1371665208828764,0.0077011699927536,nonrobust,84.0,144.0,58.0,0.0086591261679751,2.0625259324138816,,,,
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",demyelination_like__tbss__cerebral_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,cerebral peduncle (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33363,,,,,,,,,,,,nonrobust,,,,0.0089883443693311,2.0463202968631404,0.0,-0.0305667522017834,0.0116995178190388,0.0089883443693311
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__cerebral_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,cerebral peduncle (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0090940449024528,2.041242905767663,0.0,-0.0202236867243973,0.0077525433865513,0.0090940449024528
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_superior_longitudinal_fasciculus_right,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,superior longitudinal fasciculus (right),basket,interaction,dosage_A_x_disease_flag,ok,33490,285.0,33205.0,0.0011229434925657,0.007174431466422,0.8756239383761812,-0.2051396844454496,0.078718935899453,0.0091653401956388,-0.2040167409528838,0.078391172654389,0.0092574857096894,nonrobust,84.0,144.0,57.0,0.0091653401956388,2.03785141042389,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__anterior_corona_radiata_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,anterior corona radiata (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.0083202282776768,0.01115385259395,0.4557022166997891,0.3155200433867114,0.1218716926839954,0.0096310009164651,0.3071998151090346,0.1213603445049336,0.0113685028763077,nonrobust,84.0,144.0,58.0,0.0096310009164651,2.0163285758132803,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__uncinate_fasciculus_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,uncinate fasciculus (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0190763858931662,0.0110064359570514,0.0830688433472334,-0.3094454127887791,0.1202609564009681,0.0100830065874,-0.2903690268956129,0.1197563665350728,0.0153277966848773,nonrobust,84.0,144.0,58.0,0.0100830065874,1.9964099490787812,,,,
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",dMRI_TBSS_FA_corticospinal_tract_left,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,FA,corticospinal tract (left),basket,stratified_noncase,additive_dosage_within_stratum,ok,33360,,,,,,,,,,,,nonrobust,,,,0.0101365167457322,1.9941112578227524,0.0,0.0186087656405089,0.0072371488714869,0.0101365167457322
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__superior_fronto_occipital_fasciculus_lef,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,superior fronto-occipital fasciculus (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0019039086228714,0.0110571252873142,0.8632904654605218,0.3085327106590659,0.1208148093793996,0.0106608904102709,0.3104366192819373,0.1203078956620359,0.0098742122666177,nonrobust,84.0,144.0,58.0,0.0106608904102709,1.97220652100194,,,,
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",tract_geometry_like__tbss__fornix,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,fornix,composite,stratified_case,additive_dosage_within_stratum,ok,135,,,,,,,,,,,,nonrobust,,,,0.0107043142694584,1.9704411488766944,1.0,0.4161633059834465,0.1592370648954799,0.0107043142694584
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",roi__anterior_limb_of_internal_capsule_right__PC1,rs2546890,A,G,secondary_roi_pca,secondary_roi_pca,dimension_reduction,secondary,PC1,anterior limb of internal capsule (right),roi_pca,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0071993306704919,0.0160705665524459,0.6541688143948943,0.4456296302415524,0.1755937808609496,0.0111582671642455,0.4528289609120444,0.1748570260155843,0.0096098493159152,nonrobust,84.0,144.0,58.0,0.0111582671642455,1.9524032444161896,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_fronto_occipital_fasciculus_rig,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior fronto-occipital fasciculus (right),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0112875867541374,1.9473988987649584,0.0,-0.0159354794546898,0.0062891400250352,0.0112875867541374
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_uncinate_fasciculus_right,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,uncinate fasciculus (right),basket,stratified_noncase,additive_dosage_within_stratum,ok,33205,,,,,,,,,,,,nonrobust,,,,0.011510153128807,1.9389188985636443,0.0,0.0178224104477423,0.0070529125634052,0.011510153128807
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__corticospinal_tract_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,corticospinal tract (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0116529282289738,1.9335649283813816,0.0,-0.0189776338894067,0.0075229737877763,0.0116529282289738
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_RD_superior_longitudinal_fasciculus_right,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,RD,superior longitudinal fasciculus (right),derived,interaction,dosage_A_x_disease_flag,ok,33475,284.0,33191.0,0.0040321346844239,0.0067815703356844,0.5521333458656217,0.186877853910084,0.0746104916117596,0.0122598080814014,0.1909099885945079,0.0743013186855215,0.0101917042726161,nonrobust,83.0,144.0,57.0,0.0122598080814014,1.911516328336423,,,,
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",demyelination_like__tbss__superior_cerebellar_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,superior cerebellar peduncle (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33363,,,,,,,,,,,,nonrobust,,,,0.0122732346998354,1.9110409607327628,0.0,0.0300747239264243,0.0120091091126011,0.0122732346998354
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_cerebellar_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior cerebellar peduncle (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0132713613262039,1.877084526560204,1.0,0.2684263553298577,0.1075572746660674,0.0132713613262039
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__uncinate_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,uncinate fasciculus (right),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0133904685331877,1.8732042267357087,0.0,0.027300260619607,0.0110377904216304,0.0133904685331877
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_cerebellar_peduncle_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior cerebellar peduncle (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.0046932387555662,0.0083470560015728,0.573940774898204,0.2255643161768597,0.0912034505809733,0.0133958729323012,0.2302575549324259,0.0908207799430948,0.011239752605469,nonrobust,84.0,144.0,58.0,0.0133958729323012,1.8730289806500973,,,,
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",free_water_like__tbss__sagittal_stratum_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,sagittal stratum (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,135.0,33363.0,-0.0055511892798206,0.011605548197228,0.6324241516495275,0.4634251228729372,0.187725254340669,0.0135679124558549,0.4578739335931165,0.1873643097404122,0.0145401102696549,nonrobust,35.0,71.0,29.0,0.0135679124558549,1.86748696727352,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__uncinate_fasciculus_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,uncinate fasciculus (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.014039003292115,1.8526637241221584,1.0,-0.338147885658531,0.1366201088373563,0.014039003292115
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_ISOVF_superior_corona_radiata_right,rs2546890,A,G,secondary_mechanistic,secondary_mechanistic,mechanistic_support,primary,ISOVF,superior corona radiata (right),basket,interaction,dosage_A_x_disease_flag,ok,33492,286.0,33206.0,-0.0013739918527381,0.0061894131891767,0.8243225183660672,0.1659463754319197,0.0676259748045591,0.0141372743085446,0.1645723835791816,0.0673422319428009,0.0145377533704131,nonrobust,84.0,144.0,58.0,0.0141372743085446,1.8496343152113903,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__superior_cerebellar_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,superior cerebellar peduncle (left),composite,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0144322523020197,1.8406658874783284,0.0,0.0294493599235678,0.0120375909168081,0.0144322523020197
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",dMRI_weighted_mean_FA_uncinate_fasciculus_right,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,uncinate fasciculus (right),basket,stratified_noncase,additive_dosage_within_stratum,ok,33356,,,,,,,,,,,,nonrobust,,,,0.0146630836947404,1.83377468653136,0.0,0.0171693410400653,0.007034531942186,0.0146630836947404
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",tract_geometry_like__wm__superior_thalamic_radiation_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior thalamic radiation (left),composite,stratified_case,additive_dosage_within_stratum,ok,135,,,,,,,,,,,,nonrobust,,,,0.0147549940440731,1.831060961469118,1.0,-0.4602427722936067,0.1846607690409291,0.0147549940440731
ms_case,"Multiple sclerosis current union, corrected G35-first-occurrence",axonal_loss_like__tbss__superior_fronto_occipital_fasciculus_rig,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior fronto-occipital fasciculus (right),composite,stratified_noncase,additive_dosage_within_stratum,ok,33363,,,,,,,,,,,,nonrobust,,,,0.0155756946790957,1.8075525746161407,0.0,-0.0151895473144695,0.0062796997387486,0.0155756946790957
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__posterior_corona_radiata_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,posterior corona radiata (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0158796231677423,1.7991598078353657,1.0,-0.2368876166016758,0.0975012087120347,0.0158796231677423
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__external_capsule_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,external capsule (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0162023598821252,1.7904217256336732,1.0,0.3991636254986071,0.1648011078400238,0.0162023598821252
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",roi__anterior_limb_of_internal_capsule_left__PC2,rs2546890,A,G,secondary_roi_pca,secondary_roi_pca,dimension_reduction,secondary,PC2,anterior limb of internal capsule (left),roi_pca,stratified_noncase,additive_dosage_within_stratum,ok,33212,,,,,,,,,,,,nonrobust,,,,0.0167545939722521,1.7758660923137586,0.0,-0.0234142787399364,0.0097878804205657,0.0167545939722521
