field_id,instance,array,basket_col,column_name,description,modality_guess,metric_guess,tract_or_region_guess,panel,transform,include,notes,source,region_priority
25092.0,2,0,f.25092.2.0,dMRI_TBSS_FA_cingulum_hippocampus_right,Mean FA in cingulum hippocampus on FA skeleton (right),dMRI_TBSS,FA,cingulum hippocampus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25093.0,2,0,f.25093.2.0,dMRI_TBSS_FA_cingulum_hippocampus_left,Mean FA in cingulum hippocampus on FA skeleton (left),dMRI_TBSS,FA,cingulum hippocampus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25094.0,2,0,f.25094.2.0,dMRI_TBSS_FA_fornix_cres_stria_terminalis_right,Mean FA in fornix cres+stria terminalis on FA skeleton (right),dMRI_TBSS,FA,fornix cres+stria terminalis (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25095.0,2,0,f.25095.2.0,dMRI_TBSS_FA_fornix_cres_stria_terminalis_left,Mean FA in fornix cres+stria terminalis on FA skeleton (left),dMRI_TBSS,FA,fornix cres+stria terminalis (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25096.0,2,0,f.25096.2.0,dMRI_TBSS_FA_superior_longitudinal_fasciculus_right,Mean FA in superior longitudinal fasciculus on FA skeleton (right),dMRI_TBSS,FA,superior longitudinal fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25097.0,2,0,f.25097.2.0,dMRI_TBSS_FA_superior_longitudinal_fasciculus_left,Mean FA in superior longitudinal fasciculus on FA skeleton (left),dMRI_TBSS,FA,superior longitudinal fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25098.0,2,0,f.25098.2.0,dMRI_TBSS_FA_superior_fronto_occipital_fasciculus_rig,Mean FA in superior fronto-occipital fasciculus on FA skeleton (right),dMRI_TBSS,FA,superior fronto-occipital fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25099.0,2,0,f.25099.2.0,dMRI_TBSS_FA_superior_fronto_occipital_fasciculus_lef,Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),dMRI_TBSS,FA,superior fronto-occipital fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25100.0,2,0,f.25100.2.0,dMRI_TBSS_FA_uncinate_fasciculus_right,Mean FA in uncinate fasciculus on FA skeleton (right),dMRI_TBSS,FA,uncinate fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25101.0,2,0,f.25101.2.0,dMRI_TBSS_FA_uncinate_fasciculus_left,Mean FA in uncinate fasciculus on FA skeleton (left),dMRI_TBSS,FA,uncinate fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25102.0,2,0,f.25102.2.0,dMRI_TBSS_FA_tapetum_right,Mean FA in tapetum on FA skeleton (right),dMRI_TBSS,FA,tapetum (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25103.0,2,0,f.25103.2.0,dMRI_TBSS_FA_tapetum_left,Mean FA in tapetum on FA skeleton (left),dMRI_TBSS,FA,tapetum (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25104.0,2,0,f.25104.2.0,dMRI_TBSS_MD_middle_cerebellar_peduncle,Mean MD in middle cerebellar peduncle on FA skeleton,dMRI_TBSS,MD,middle cerebellar peduncle,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25105.0,2,0,f.25105.2.0,dMRI_TBSS_MD_pontine_crossing_tract,Mean MD in pontine crossing tract on FA skeleton,dMRI_TBSS,MD,pontine crossing tract,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25106.0,2,0,f.25106.2.0,dMRI_TBSS_MD_genu_of_corpus_callosum,Mean MD in genu of corpus callosum on FA skeleton,dMRI_TBSS,MD,genu of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25107.0,2,0,f.25107.2.0,dMRI_TBSS_MD_body_of_corpus_callosum,Mean MD in body of corpus callosum on FA skeleton,dMRI_TBSS,MD,body of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25108.0,2,0,f.25108.2.0,dMRI_TBSS_MD_splenium_of_corpus_callosum,Mean MD in splenium of corpus callosum on FA skeleton,dMRI_TBSS,MD,splenium of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25109.0,2,0,f.25109.2.0,dMRI_TBSS_MD_fornix,Mean MD in fornix on FA skeleton,dMRI_TBSS,MD,fornix,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25110.0,2,0,f.25110.2.0,dMRI_TBSS_MD_corticospinal_tract_right,Mean MD in corticospinal tract on FA skeleton (right),dMRI_TBSS,MD,corticospinal tract (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25111.0,2,0,f.25111.2.0,dMRI_TBSS_MD_corticospinal_tract_left,Mean MD in corticospinal tract on FA skeleton (left),dMRI_TBSS,MD,corticospinal tract (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25112.0,2,0,f.25112.2.0,dMRI_TBSS_MD_medial_lemniscus_right,Mean MD in medial lemniscus on FA skeleton (right),dMRI_TBSS,MD,medial lemniscus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25113.0,2,0,f.25113.2.0,dMRI_TBSS_MD_medial_lemniscus_left,Mean MD in medial lemniscus on FA skeleton (left),dMRI_TBSS,MD,medial lemniscus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25114.0,2,0,f.25114.2.0,dMRI_TBSS_MD_inferior_cerebellar_peduncle_right,Mean MD in inferior cerebellar peduncle on FA skeleton (right),dMRI_TBSS,MD,inferior cerebellar peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25115.0,2,0,f.25115.2.0,dMRI_TBSS_MD_inferior_cerebellar_peduncle_left,Mean MD in inferior cerebellar peduncle on FA skeleton (left),dMRI_TBSS,MD,inferior cerebellar peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25116.0,2,0,f.25116.2.0,dMRI_TBSS_MD_superior_cerebellar_peduncle_right,Mean MD in superior cerebellar peduncle on FA skeleton (right),dMRI_TBSS,MD,superior cerebellar peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25117.0,2,0,f.25117.2.0,dMRI_TBSS_MD_superior_cerebellar_peduncle_left,Mean MD in superior cerebellar peduncle on FA skeleton (left),dMRI_TBSS,MD,superior cerebellar peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25118.0,2,0,f.25118.2.0,dMRI_TBSS_MD_cerebral_peduncle_right,Mean MD in cerebral peduncle on FA skeleton (right),dMRI_TBSS,MD,cerebral peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25119.0,2,0,f.25119.2.0,dMRI_TBSS_MD_cerebral_peduncle_left,Mean MD in cerebral peduncle on FA skeleton (left),dMRI_TBSS,MD,cerebral peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25120.0,2,0,f.25120.2.0,dMRI_TBSS_MD_anterior_limb_of_internal_capsule_right,Mean MD in anterior limb of internal capsule on FA skeleton (right),dMRI_TBSS,MD,anterior limb of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25121.0,2,0,f.25121.2.0,dMRI_TBSS_MD_anterior_limb_of_internal_capsule_left,Mean MD in anterior limb of internal capsule on FA skeleton (left),dMRI_TBSS,MD,anterior limb of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25122.0,2,0,f.25122.2.0,dMRI_TBSS_MD_posterior_limb_of_internal_capsule_right,Mean MD in posterior limb of internal capsule on FA skeleton (right),dMRI_TBSS,MD,posterior limb of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25123.0,2,0,f.25123.2.0,dMRI_TBSS_MD_posterior_limb_of_internal_capsule_left,Mean MD in posterior limb of internal capsule on FA skeleton (left),dMRI_TBSS,MD,posterior limb of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25124.0,2,0,f.25124.2.0,dMRI_TBSS_MD_retrolenticular_part_of_internal_capsule_f25124,Mean MD in retrolenticular part of internal capsule on FA skeleton (right),dMRI_TBSS,MD,retrolenticular part of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25125.0,2,0,f.25125.2.0,dMRI_TBSS_MD_retrolenticular_part_of_internal_capsule_f25125,Mean MD in retrolenticular part of internal capsule on FA skeleton (left),dMRI_TBSS,MD,retrolenticular part of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25126.0,2,0,f.25126.2.0,dMRI_TBSS_MD_anterior_corona_radiata_right,Mean MD in anterior corona radiata on FA skeleton (right),dMRI_TBSS,MD,anterior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25127.0,2,0,f.25127.2.0,dMRI_TBSS_MD_anterior_corona_radiata_left,Mean MD in anterior corona radiata on FA skeleton (left),dMRI_TBSS,MD,anterior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25128.0,2,0,f.25128.2.0,dMRI_TBSS_MD_superior_corona_radiata_right,Mean MD in superior corona radiata on FA skeleton (right),dMRI_TBSS,MD,superior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25129.0,2,0,f.25129.2.0,dMRI_TBSS_MD_superior_corona_radiata_left,Mean MD in superior corona radiata on FA skeleton (left),dMRI_TBSS,MD,superior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25130.0,2,0,f.25130.2.0,dMRI_TBSS_MD_posterior_corona_radiata_right,Mean MD in posterior corona radiata on FA skeleton (right),dMRI_TBSS,MD,posterior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25131.0,2,0,f.25131.2.0,dMRI_TBSS_MD_posterior_corona_radiata_left,Mean MD in posterior corona radiata on FA skeleton (left),dMRI_TBSS,MD,posterior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25132.0,2,0,f.25132.2.0,dMRI_TBSS_MD_posterior_thalamic_radiation_right,Mean MD in posterior thalamic radiation on FA skeleton (right),dMRI_TBSS,MD,posterior thalamic radiation (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25133.0,2,0,f.25133.2.0,dMRI_TBSS_MD_posterior_thalamic_radiation_left,Mean MD in posterior thalamic radiation on FA skeleton (left),dMRI_TBSS,MD,posterior thalamic radiation (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25134.0,2,0,f.25134.2.0,dMRI_TBSS_MD_sagittal_stratum_right,Mean MD in sagittal stratum on FA skeleton (right),dMRI_TBSS,MD,sagittal stratum (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25135.0,2,0,f.25135.2.0,dMRI_TBSS_MD_sagittal_stratum_left,Mean MD in sagittal stratum on FA skeleton (left),dMRI_TBSS,MD,sagittal stratum (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25136.0,2,0,f.25136.2.0,dMRI_TBSS_MD_external_capsule_right,Mean MD in external capsule on FA skeleton (right),dMRI_TBSS,MD,external capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25137.0,2,0,f.25137.2.0,dMRI_TBSS_MD_external_capsule_left,Mean MD in external capsule on FA skeleton (left),dMRI_TBSS,MD,external capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25138.0,2,0,f.25138.2.0,dMRI_TBSS_MD_cingulum_cingulate_gyrus_right,Mean MD in cingulum cingulate gyrus on FA skeleton (right),dMRI_TBSS,MD,cingulum cingulate gyrus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25139.0,2,0,f.25139.2.0,dMRI_TBSS_MD_cingulum_cingulate_gyrus_left,Mean MD in cingulum cingulate gyrus on FA skeleton (left),dMRI_TBSS,MD,cingulum cingulate gyrus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25140.0,2,0,f.25140.2.0,dMRI_TBSS_MD_cingulum_hippocampus_right,Mean MD in cingulum hippocampus on FA skeleton (right),dMRI_TBSS,MD,cingulum hippocampus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25141.0,2,0,f.25141.2.0,dMRI_TBSS_MD_cingulum_hippocampus_left,Mean MD in cingulum hippocampus on FA skeleton (left),dMRI_TBSS,MD,cingulum hippocampus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25142.0,2,0,f.25142.2.0,dMRI_TBSS_MD_fornix_cres_stria_terminalis_right,Mean MD in fornix cres+stria terminalis on FA skeleton (right),dMRI_TBSS,MD,fornix cres+stria terminalis (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25143.0,2,0,f.25143.2.0,dMRI_TBSS_MD_fornix_cres_stria_terminalis_left,Mean MD in fornix cres+stria terminalis on FA skeleton (left),dMRI_TBSS,MD,fornix cres+stria terminalis (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25144.0,2,0,f.25144.2.0,dMRI_TBSS_MD_superior_longitudinal_fasciculus_right,Mean MD in superior longitudinal fasciculus on FA skeleton (right),dMRI_TBSS,MD,superior longitudinal fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25145.0,2,0,f.25145.2.0,dMRI_TBSS_MD_superior_longitudinal_fasciculus_left,Mean MD in superior longitudinal fasciculus on FA skeleton (left),dMRI_TBSS,MD,superior longitudinal fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25146.0,2,0,f.25146.2.0,dMRI_TBSS_MD_superior_fronto_occipital_fasciculus_rig,Mean MD in superior fronto-occipital fasciculus on FA skeleton (right),dMRI_TBSS,MD,superior fronto-occipital fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25147.0,2,0,f.25147.2.0,dMRI_TBSS_MD_superior_fronto_occipital_fasciculus_lef,Mean MD in superior fronto-occipital fasciculus on FA skeleton (left),dMRI_TBSS,MD,superior fronto-occipital fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25148.0,2,0,f.25148.2.0,dMRI_TBSS_MD_uncinate_fasciculus_right,Mean MD in uncinate fasciculus on FA skeleton (right),dMRI_TBSS,MD,uncinate fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25149.0,2,0,f.25149.2.0,dMRI_TBSS_MD_uncinate_fasciculus_left,Mean MD in uncinate fasciculus on FA skeleton (left),dMRI_TBSS,MD,uncinate fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25150.0,2,0,f.25150.2.0,dMRI_TBSS_MD_tapetum_right,Mean MD in tapetum on FA skeleton (right),dMRI_TBSS,MD,tapetum (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25151.0,2,0,f.25151.2.0,dMRI_TBSS_MD_tapetum_left,Mean MD in tapetum on FA skeleton (left),dMRI_TBSS,MD,tapetum (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25152.0,2,0,f.25152.2.0,dMRI_TBSS_MO_middle_cerebellar_peduncle,Mean MO in middle cerebellar peduncle on FA skeleton,dMRI_TBSS,MO,middle cerebellar peduncle,exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25153.0,2,0,f.25153.2.0,dMRI_TBSS_MO_pontine_crossing_tract,Mean MO in pontine crossing tract on FA skeleton,dMRI_TBSS,MO,pontine crossing tract,exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25154.0,2,0,f.25154.2.0,dMRI_TBSS_MO_genu_of_corpus_callosum,Mean MO in genu of corpus callosum on FA skeleton,dMRI_TBSS,MO,genu of corpus callosum,exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25155.0,2,0,f.25155.2.0,dMRI_TBSS_MO_body_of_corpus_callosum,Mean MO in body of corpus callosum on FA skeleton,dMRI_TBSS,MO,body of corpus callosum,exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25156.0,2,0,f.25156.2.0,dMRI_TBSS_MO_splenium_of_corpus_callosum,Mean MO in splenium of corpus callosum on FA skeleton,dMRI_TBSS,MO,splenium of corpus callosum,exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25157.0,2,0,f.25157.2.0,dMRI_TBSS_MO_fornix,Mean MO in fornix on FA skeleton,dMRI_TBSS,MO,fornix,exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25158.0,2,0,f.25158.2.0,dMRI_TBSS_MO_corticospinal_tract_right,Mean MO in corticospinal tract on FA skeleton (right),dMRI_TBSS,MO,corticospinal tract (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25159.0,2,0,f.25159.2.0,dMRI_TBSS_MO_corticospinal_tract_left,Mean MO in corticospinal tract on FA skeleton (left),dMRI_TBSS,MO,corticospinal tract (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25160.0,2,0,f.25160.2.0,dMRI_TBSS_MO_medial_lemniscus_right,Mean MO in medial lemniscus on FA skeleton (right),dMRI_TBSS,MO,medial lemniscus (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25161.0,2,0,f.25161.2.0,dMRI_TBSS_MO_medial_lemniscus_left,Mean MO in medial lemniscus on FA skeleton (left),dMRI_TBSS,MO,medial lemniscus (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25162.0,2,0,f.25162.2.0,dMRI_TBSS_MO_inferior_cerebellar_peduncle_right,Mean MO in inferior cerebellar peduncle on FA skeleton (right),dMRI_TBSS,MO,inferior cerebellar peduncle (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25163.0,2,0,f.25163.2.0,dMRI_TBSS_MO_inferior_cerebellar_peduncle_left,Mean MO in inferior cerebellar peduncle on FA skeleton (left),dMRI_TBSS,MO,inferior cerebellar peduncle (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25164.0,2,0,f.25164.2.0,dMRI_TBSS_MO_superior_cerebellar_peduncle_right,Mean MO in superior cerebellar peduncle on FA skeleton (right),dMRI_TBSS,MO,superior cerebellar peduncle (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25165.0,2,0,f.25165.2.0,dMRI_TBSS_MO_superior_cerebellar_peduncle_left,Mean MO in superior cerebellar peduncle on FA skeleton (left),dMRI_TBSS,MO,superior cerebellar peduncle (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25166.0,2,0,f.25166.2.0,dMRI_TBSS_MO_cerebral_peduncle_right,Mean MO in cerebral peduncle on FA skeleton (right),dMRI_TBSS,MO,cerebral peduncle (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25167.0,2,0,f.25167.2.0,dMRI_TBSS_MO_cerebral_peduncle_left,Mean MO in cerebral peduncle on FA skeleton (left),dMRI_TBSS,MO,cerebral peduncle (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
